R998011,R615810
R337244,R196786
R928559,R896782
R455202,R329858
R845357,R296335
R552849,R359898
R390865,R938817
R184306,R288349
R446572,R981526
R117333,R851986
R876547,R537312
R920230,R515203
R548723,R712945
R121644,R312775
R850341,R845546
R746043,R263502
R141255,R545698
R481812,R184768
R776005,R786458
R822452,R593378
R207786,R550680
R423190,R886463
R974985,R272447
R116972,R776629
R723211,R170811
R379486,R140998
R167200,R753743
R602903,R529017
R401831,R782337
R554921,R598196
R926235,R730502
R361634,R863483
R828870,R282733
R360876,R469286
R699560,R549387
R630819,R374788
R849606,R736737
R870415,R430426
R188523,R711796
R237771,R855731
R150280,R696713
R413333,R566663
R517855,R338828
R526208,R322973
R526535,R416385
R346238,R239215
R726322,R784669
R604152,R965801
R288727,R433044
R329655,R987186
R145518,R770872
R568476,R530235
R955828,R981990
R959954,R981849
R370160,R100967
R185460,R892129
R344517,R458738
R877088,R364882
R181151,R476949
R127890,R257594
R418972,R515488
R734322,R178426
R761996,R800300
R686580,R465064
R521898,R931922
R510579,R670835
R951139,R521497
R326493,R411674
R835762,R529531
R503823,R835980
R115541,R141575
R194888,R217381
R322722,R568518
R821957,R523771
R682814,R663811
R417345,R357270
R897422,R694660
R386451,R624608
R947464,R922878
R160161,R623346
R716326,R842653
R374955,R622967
R637392,R469030
R729154,R474272
R474255,R349990
R282016,R283781
R224148,R348399
R456387,R569498
R256134,R966608
R347460,R745694
R436572,R268332
R400729,R107517
R979119,R560944
R831859,R796426
R278112,R156993
R402428,R254003
R880066,R940034
R386339,R221700
R300783,R942719
R548901,R817797
R929465,R803449
R206080,R750824
R149082,R891838
R457429,R795286
R418084,R253482
R444589,R211335
R763025,R601151
R479104,R900479
R849036,R151765
R983038,R114986
R395299,R320174
R664413,R590384
R327245,R735634
R370503,R934126
R847052,R454248
R982911,R328787
R711093,R175791
R364330,R917355
R941975,R676747
R935905,R135587
R650481,R478651
R950900,R515913
R273297,R790786
R118723,R693766
R459680,R635224
R194665,R645537
R320686,R812858
R553408,R976803
R142014,R965241
R150777,R630129
R550940,R546711
R664498,R897272
R466473,R940278
R463331,R818715
R510238,R887445
R293305,R278324
R319665,R300823
R151674,R704435
R374035,R957205
R745285,R731387
R141467,R155273
R209803,R645158
R965082,R173506
R356829,R140220
R378016,R155736
R533667,R655414
R734598,R628758
R775719,R984824
R888119,R558755
R643764,R109888
R269018,R350499
R638986,R842723
R147134,R282314
R188284,R690178
R818147,R673520
R291417,R935808
R909759,R341012
R827052,R750734
R916247,R528743
R518954,R112128
R898355,R951408
R787376,R953503
R378785,R907535
R870167,R545433
R293962,R130766
R548242,R732162
R188834,R743062
R227315,R484278
R629364,R647096
R927132,R510103
R377697,R611971
R613601,R804533
R596564,R354517
R100526,R114200
R943149,R811153
R564996,R402533
R873930,R887302
R586546,R781997
R859315,R229060
R365678,R777524
R907983,R340937
R612834,R438230
R700215,R223925
R364539,R873273
R955360,R160750
R852869,R408499
R499991,R859755
R589424,R603348
R761599,R108924
R946995,R254752
R774691,R827746
R585657,R690238
R679121,R812322
R210097,R274835
R213529,R373739
R339545,R974173
R673730,R390941
R304217,R254471
R482050,R419976
R915013,R362686
R537690,R506690
R917833,R410341
R973777,R394216
R989727,R681038
R273939,R950138
R212836,R475289
R503341,R661452
R796802,R359477
R572655,R274182
R402707,R596311
R492373,R122557
R500397,R659331
R926196,R128998
R695318,R273260
R576499,R798380
R217243,R424949
R935876,R753440
R815429,R203550
R744492,R965253
R167872,R761843
R991300,R453818
R563168,R464870
R687986,R292363
R962654,R985438
R791374,R485020
R697508,R606585
R340239,R197728
R123578,R836066
R865297,R701742
R519767,R909893
R564753,R714846
R297459,R429692
R504024,R969105
R268047,R448449
R199009,R301580
R586319,R631331
R204729,R586629
R150229,R196628
R192225,R392346
R976375,R310605
R528152,R388777
R998988,R765482
R375943,R713145
R365471,R342868
R693459,R595940
R882584,R166654
R482864,R257431
R517952,R167338
R146389,R341361
R883310,R923581
R279046,R915829
R154076,R514746
R330598,R156888
R962695,R905588
R225275,R503252
R146282,R356322
R861234,R712042
R278563,R442752
R889279,R143288
R301062,R707278
R640382,R103529
R397563,R577790
R485680,R604458
R198260,R136935
R736668,R254053
R883256,R822984
R101504,R644997
R689530,R232622
R611201,R152551
R411551,R886764
R563676,R213904
R217039,R402890
R263075,R988206
R207953,R637570
R387100,R447595
R351437,R768592
R681232,R449329
R219719,R643435
R649777,R413212
R651006,R989180
R812609,R816655
R164189,R332318
R317063,R391785
R676600,R123143
R797543,R533605
R749035,R168992
R812703,R386145
R105613,R701190
R814154,R522098
R874562,R679196
R786970,R441639
R710369,R470173
R743994,R497558
R759530,R799902
R767704,R284681
R758522,R711027
R817275,R451919
R535204,R166192
R792859,R491224
R867728,R953060
R123382,R573080
R526982,R661441
R155961,R865556
R298333,R668113
R908666,R445769
R911023,R864274
R693132,R743307
R317775,R804919
R363699,R514984
R943842,R621074
R640002,R111643
R338795,R156317
R607751,R667726
R506625,R418930
R613657,R283718
R616684,R226290
R359773,R572767
R540565,R536346
R147721,R236462
R836522,R450601
R588529,R468885
R997394,R968648
R226637,R498403
R792848,R141201
R832243,R634905
R364660,R330578
R585177,R701382
R406810,R459904
R233280,R988641
R375524,R878792
R337822,R201813
R967822,R991592
R694950,R335021
R905845,R815300
R934073,R570559
R897269,R925881
R398738,R959524
R367291,R447066
R794675,R263504
R271132,R576812
R839041,R616868
R719142,R104546
R161667,R585470
R340734,R106372
R598977,R834643
R463173,R939130
R116884,R695177
R697421,R539475
R736814,R232590
R953399,R240199
R374799,R612120
R912367,R827547
R195810,R991113
R499580,R574677
R914751,R274553
R403871,R795641
R882017,R793290
R932222,R340331
R873440,R644209
R103246,R839911
R507353,R158234
R915246,R716418
R970351,R195751
R673004,R280801
R796039,R796307
R656237,R812332
R498565,R916320
R680670,R450397
R222333,R194405
R155600,R633895
R520374,R379197
R835424,R648000
R790766,R109918
R593454,R906949
R422968,R515489
R251894,R600131
R471766,R251707
R317456,R896391
R131134,R191431
R858408,R837771
R771848,R416416
R529220,R386468
R420544,R884790
R469861,R223816
R879118,R314501
R771555,R642677
R661169,R223734
R607526,R582612
R969871,R459413
R726840,R558281
R991123,R830280
R530985,R433183
R990010,R278581
R554693,R659242
R221614,R575919
R683356,R614480
R827024,R137145
R823792,R830805
R488822,R777025
R399717,R307915
R231614,R653669
R649752,R882574
R472819,R432608
R342689,R823752
R390331,R259368
R660947,R492317
R683440,R138897
R512922,R751774
R345125,R646491
R600469,R761854
R443076,R368750
R231627,R623670
R742525,R766272
R574761,R487400
R962283,R152157
R736616,R198800
R696916,R436035
R866836,R684248
R247284,R625928
R414848,R121293
R388533,R650225
R181225,R967884
R651872,R922325
R260006,R646061
R621312,R940272
R264030,R355779
R305773,R825226
R881076,R334300
R426480,R841638
R585324,R573530
R173920,R728846
R400001,R105255
R330849,R975439
R230413,R894919
R817397,R856771
R546185,R965910
R229608,R195633
R775762,R365430
R369304,R178825
R170096,R248823
R659312,R879097
R287679,R429691
R534621,R799805
R246364,R385426
R282348,R153799
R475657,R170499
R215899,R552483
R325525,R943208
R176475,R306736
R708250,R461550
R150287,R715655
R115716,R328817
R263847,R632058
R734459,R897399
R526375,R452791
R392965,R142958
R175601,R630454
R795670,R368380
R751624,R453637
R667931,R239952
R986144,R756346
R417093,R282229
R663573,R957152
R206535,R241532
R819977,R708365
R131186,R161055
R489648,R544793
R387815,R556175
R543340,R514129
R169378,R670670
R927188,R282282
R950709,R825046
R813103,R696219
R647967,R740974
R436579,R267324
R215106,R756699
R731990,R947709
R679934,R880728
R701877,R644425
R376183,R284850
R259940,R325484
R555938,R924513
R395540,R829531
R641334,R333220
R343950,R938723
R490035,R833096
R904183,R686971
R878834,R384166
R472218,R507540
R809821,R776322
R484120,R904197
R861707,R959239
R817192,R872417
R171757,R149216
R748915,R558174
R215029,R931990
R290089,R278949
R381463,R190023
R999428,R108461
R699967,R272972
R903073,R897097
R847631,R467548
R993666,R757599
R723965,R457672
R109811,R625753
R750345,R300401
R153887,R402850
R986907,R718106
R261176,R699069
R237543,R606274
R937806,R373286
R483718,R805263
R625020,R447260
R271946,R431783
R116551,R288403
R762958,R921333
R809364,R948995
R108896,R918944
R194771,R329623
R759285,R149806
R239378,R453862
R860882,R737999
R997354,R868254
R947374,R162744
R499345,R499430
R249471,R961712
R277540,R270860
R581474,R131797
R863762,R422913
R365080,R127781
R704313,R368390
R327526,R936813
R861917,R226572
R783798,R143239
R452387,R470130
R263804,R569882
R761863,R519433
R465455,R463150
R543526,R959687
R481246,R741363
R243654,R638278
R217282,R365041
R829356,R927142
R811216,R957650
R996970,R734831
R834581,R891901
R806296,R694795
R649327,R771868
R941576,R733235
R830654,R480103
R667730,R224244
R997693,R613414
R807323,R820301
R909528,R658688
R680526,R775058
R259427,R643564
R389597,R254500
R639585,R579905
R653869,R617989
R468142,R146386
R308448,R790958
R160997,R815023
R731064,R198325
R542916,R675236
R590966,R741058
R310020,R390245
R144751,R858502
R545215,R450930
R994999,R380958
R569570,R116084
R684402,R468763
R254656,R250239
R418276,R505967
R189279,R304474
R173237,R673564
R345327,R930107
R720404,R228350
R390968,R278467
R213694,R818005
R725089,R624627
R906449,R298522
R750700,R737748
R817609,R872326
R140970,R520612
R487042,R741904
R756994,R814944
R778061,R649433
R456814,R921429
R452663,R512920
R910732,R897197
R379588,R787803
R203594,R494995
R676465,R322185
R600555,R107990
R727345,R749569
R725131,R862621
R209759,R429786
R203856,R918526
R930836,R607110
R234787,R519051
R281309,R144997
R898231,R118823
R360611,R390255
R676426,R257483
R457413,R439752
R783560,R786697
R695017,R712006
R984610,R162705
R896198,R803154
R530003,R419910
R574077,R867957
R623687,R892812
R175812,R929287
R582992,R388030
R181803,R336861
R926868,R287913
R374352,R245384
R485148,R182912
R603701,R156693
R686801,R929553
R498370,R951515
R946079,R617151
R620688,R979132
R703484,R476742
R383188,R340631
R702408,R633486
R335232,R481279
R573865,R653193
R769958,R804951
R246679,R389267
R148976,R948471
R312578,R976494
R480076,R429627
R202261,R555093
R580587,R747389
R272682,R932101
R461141,R828361
R262965,R904335
R825642,R784798
R906266,R685972
R805122,R230770
R231443,R955097
R448637,R284651
R213896,R330988
R482132,R188470
R394910,R392358
R628486,R706122
R332161,R138250
R522801,R449474
R564537,R509288
R495306,R242747
R690598,R493031
R284096,R928235
R490706,R287204
R605140,R445301
R365949,R800355
R332905,R379834
R504056,R710239
R243767,R250065
R781918,R591400
R542414,R327983
R258917,R486858
R241429,R810281
R552032,R283942
R663037,R852717
R210747,R470944
R936680,R784515
R202208,R947805
R118825,R146999
R595759,R756201
R170876,R856362
R595826,R653436
R300447,R334672
R121209,R898477
R182475,R733072
R628677,R972417
R441417,R103263
R270061,R938727
R787438,R990707
R929164,R683148
R815338,R840212
R859636,R725445
R800061,R512788
R571499,R196115
R266664,R710263
R453747,R190887
R595135,R865141
R648557,R725669
R266108,R224909
R861627,R737501
R837050,R201212
R492919,R608688
R950870,R958791
R630156,R563036
R599546,R340088
R236841,R121214
R749033,R958673
R872989,R511936
R662453,R248599
R428073,R552386
R123118,R610935
R970963,R472792
R214419,R587451
R360140,R710688
R897498,R889128
R407099,R126318
R901525,R520200
R979431,R103480
R323298,R888980
R437446,R342176
R356022,R562550
R844156,R916876
R757194,R638712
R684482,R750226
R354697,R895385
R834601,R351899
R855546,R695245
R559157,R426108
R194008,R542799
R739517,R162031
R787331,R867605
R350903,R913104
R780782,R917153
R335834,R374876
R278460,R671101
R636142,R622026
R964198,R986427
R906604,R221653
R198783,R930513
R196017,R540411
R512996,R116716
R470100,R538297
R854745,R882236
R245649,R588189
R233723,R485212
R913822,R531269
R818937,R800562
R593340,R465322
R197465,R225728
R887700,R655667
R354854,R222059
R605033,R328593
R729499,R359981
R602498,R954839
R311530,R555521
R553419,R143513
R322334,R537432
R961855,R556588
R697545,R494062
R773660,R329269
R378998,R383865
R922393,R703753
R102206,R376265
R468739,R562945
R205552,R380373
R559616,R410638
R202724,R477494
R206079,R584945
R628996,R824187
R568661,R446739
R726931,R633647
R542967,R773795
R230128,R672549
R652129,R728445
R844770,R860226
R570880,R630386
R405616,R156961
R730556,R279844
R341542,R376816
R869091,R925018
R668075,R919149
R533471,R659202
R544098,R345882
R164809,R315182
R533519,R862272
R764466,R506916
R390395,R347404
R943591,R146993
R289497,R351754
R833130,R277079
R404880,R742198
R169322,R589110
R238589,R105755
R154757,R389128
R671147,R501423
R852108,R217615
R521344,R863454
R314831,R394573
R233991,R882372
R466186,R158518
R685923,R688603
R594317,R996042
R116010,R892837
R183392,R720797
R460501,R794956
R599143,R563518
R226020,R739890
R226412,R231808
R383038,R388674
R220029,R462234
R957111,R788001
R726167,R624156
R233908,R990675
R482667,R610072
R219506,R317349
R366492,R236415
R312210,R714679
R751670,R632389
R429890,R833738
R689352,R897268
R603742,R217783
R914330,R423140
R276026,R198077
R580692,R976304
R116347,R781061
R707881,R295898
R763967,R185540
R889891,R967478
R547803,R595295
R637880,R529093
R426736,R998294
R994295,R492409
R672817,R734809
R102243,R363265
R910049,R445573
R679354,R534319
R401795,R897099
R792430,R234505
R963741,R594859
R370555,R769715
R368738,R393557
R278056,R350751
R871077,R541928
R159012,R421773
R337276,R348881
R715039,R472212
R715979,R693067
R872266,R861695
R433137,R785811
R797754,R860407
R828920,R653975
R305229,R919797
R988494,R536986
R195465,R122488
R818564,R537183
R928952,R678714
R732664,R975792
R165689,R375684
R286342,R702190
R641482,R420353
R509024,R530346
R228744,R138406
R748839,R294922
R410810,R872428
R338813,R286133
R956550,R829358
R494170,R104406
R193208,R880273
R277285,R758825
R308410,R229387
R983409,R373709
R975709,R245663
R575362,R829107
R514956,R174947
R588473,R843021
R148606,R459046
R162087,R953753
R291719,R215384
R648736,R917697
R536887,R913803
R816096,R614080
R841385,R319468
R264824,R834965
R964775,R489972
R927485,R896371
R368113,R853287
R515829,R261784
R458880,R262023
R157638,R524518
R779717,R284108
R774620,R658812
R439133,R490942
R512025,R628472
R231907,R644138
R487695,R942018
R670711,R279264
R164242,R765511
R484462,R562054
R970424,R349469
R229751,R543475
R609932,R669699
R538051,R388504
R235151,R798950
R736159,R933972
R689176,R162899
R630460,R167903
R521576,R613020
R797662,R573041
R889998,R881630
R919227,R708759
R371594,R569923
R713015,R860176
R527482,R148080
R483437,R806164
R192368,R730236
R115167,R754856
R993501,R168984
R186927,R254574
R302223,R551059
R667419,R842494
R185745,R959779
R174889,R520023
R319283,R365878
R142076,R557448
R225074,R363464
R888543,R152750
R134768,R781822
R958748,R183171
R161285,R531896
R881386,R201468
R351049,R539889
R239029,R295225
R104733,R867098
R455380,R409090
R256654,R942605
R810047,R175234
R187850,R711081
R701588,R178893
R312284,R139678
R689040,R428114
R294324,R949369
R115282,R292091
R455976,R772929
R482701,R443559
R291447,R196403
R489558,R226731
R731923,R235783
R383904,R853673
R318479,R367453
R508800,R611677
R806528,R465272
R865975,R781794
R424418,R502224
R531231,R272679
R656683,R624407
R819232,R413160
R988496,R799498
R139624,R694658
R465861,R213891
R926254,R480367
R598026,R917448
R821290,R888086
R781605,R172983
R277382,R116940
R879150,R660401
R995709,R351169
R581443,R144230
R144016,R641131
R259780,R610557
R872586,R378202
R711970,R758109
R435925,R634260
R197090,R807871
R600925,R636749
R128278,R446943
R928084,R327826
R173565,R424665
R712466,R501564
R226644,R510327
R839879,R761593
R816293,R897649
R289591,R325722
R428727,R916318
R928709,R266811
R113074,R275187
R180151,R575988
R648387,R960525
R541497,R615200
R982690,R951423
R730709,R218982
R761601,R728706
R543052,R902594
R565495,R506637
R117462,R553730
R994989,R278320
R560449,R108865
R774018,R414189
R376683,R297367
R977590,R772918
R995746,R948685
R852448,R682441
R617305,R263322
R520466,R407904
R739000,R995374
R253454,R388349
R807774,R854513
R936016,R269401
R460026,R370691
R482187,R724906
R542016,R407315
R951253,R512539
R175961,R721705
R996276,R991241
R918250,R131709
R325578,R748586
R101488,R401391
R474087,R354096
R998669,R509119
R724870,R577730
R436472,R159755
R362911,R800546
R716466,R175308
R462115,R391657
R802626,R632202
R947389,R466519
R380663,R577237
R940553,R732853
R447890,R720619
R283976,R614583
R425986,R411689
R243857,R895750
R919767,R691025
R949824,R821631
R961145,R481605
R310558,R991561
R589328,R691166
R976683,R839954
R518586,R216407
R867477,R764622
R829185,R498925
R363462,R439244
R437250,R547676
R478250,R937491
R343267,R859124
R209888,R304838
R915011,R745600
R656463,R621682
R278244,R802112
R498808,R379010
R682274,R828999
R234381,R575850
R699198,R974281
R725988,R820379
R268676,R955472
R171533,R120329
R959189,R353469
R226369,R235932
R880409,R852091
R663970,R534542
R821182,R310703
R438469,R539648
R639397,R484503
R739460,R516286
R576001,R304398
R962098,R518535
R145858,R561994
R698115,R819257
R900312,R343393
R573378,R707021
R281791,R812137
R547672,R830886
R891554,R587354
R801855,R140847
R264822,R381403
R161128,R778702
R207890,R672695
R775486,R471198
R748403,R661071
R723933,R292001
R464440,R159737
R597260,R645654
R783642,R458802
R492892,R194990
R884611,R878226
R923079,R116178
R580214,R141871
R984139,R111576
R978225,R493804
R163015,R411051
R752579,R197138
R298428,R828921
R521478,R637975
R788429,R507181
R284133,R194056
R596766,R541956
R895728,R136839
R869648,R431597
R876457,R443753
R823092,R917027
R142282,R905229
R450530,R794570
R404738,R154298
R410816,R645608
R756917,R115982
R869768,R874572
R284304,R153393
R884122,R743989
R372162,R880156
R671957,R575285
R223461,R729886
R874302,R170918
R324254,R832305
R331635,R772142
R650457,R570451
R663454,R547375
R533698,R728324
R625867,R247494
R330408,R400298
R841294,R502766
R734265,R123532
R427533,R594862
R383226,R657754
R468434,R104977
R818331,R334718
R370485,R761202
R256558,R407004
R877407,R951153
R943735,R110504
R926084,R221889
R942678,R386624
R465032,R143114
R378964,R391978
R556065,R831807
R248551,R161075
R530044,R729032
R401804,R130303
R694828,R464555
R845566,R740548
R470258,R128641
R693392,R966357
R212252,R873792
R483963,R335007
R794196,R220970
R896431,R860323
R172549,R385730
R975662,R778025
R577258,R954417
R736012,R679164
R792847,R959287
R118710,R766650
R609353,R487154
R384725,R517085
R324719,R755623
R214127,R186746
R239888,R211802
R448907,R974874
R880665,R235063
R227511,R798930
R495060,R936147
R522095,R777516
R526661,R406464
R568766,R650785
R769807,R844937
R116850,R182832
R289168,R929254
R398697,R860562
R512609,R934022
R625334,R563841
R950539,R107728
R966813,R237744
R953716,R652845
R810745,R103675
R358664,R145494
R601461,R120986
R661105,R707286
R287448,R325153
R782008,R379757
R145410,R321313
R572796,R304444
R669523,R260166
R197315,R431927
R347232,R933546
R231376,R874713
R692693,R320102
R110409,R215431
R496356,R992493
R601481,R744879
R585135,R479255
R655672,R198022
R634056,R968416
R669468,R388838
R446005,R933367
R508137,R904985
R971891,R184244
R520497,R786560
R806423,R533940
R724699,R819463
R324194,R957606
R828089,R714626
R455767,R692824
R843306,R788920
R153659,R587573
R577035,R530981
R586848,R809672
R418111,R178276
R705218,R674723
R662088,R367798
R862771,R507180
R910871,R167435
R346304,R829944
R681064,R168383
R312927,R345945
R771392,R340057
R352272,R127775
R415158,R895335
R277744,R334789
R556188,R415315
R795934,R437593
R157261,R999299
R896501,R198280
R478101,R686830
R469094,R328932
R290990,R568824
R623978,R928648
R605562,R640017
R174984,R992667
R222136,R810611
R466999,R530786
R600213,R412774
R404550,R343029
R858498,R202267
R419258,R176607
R813510,R606012
R845466,R504968
R162984,R189661
R403964,R164778
R455039,R988296
R493073,R718378
R625183,R903757
R373042,R691077
R162767,R516538
R111471,R742071
R157457,R424975
R347516,R911683
R583604,R316914
R458720,R589005
R408586,R851464
R973510,R339189
R211144,R236195
R725236,R613722
R529077,R699376
R681785,R215706
R103690,R804551
R595513,R906204
R597695,R661985
R138019,R585349
R210161,R782792
R249931,R414379
R142578,R574913
R412826,R698807
R371626,R380909
R396269,R546515
R977464,R779148
R848829,R343434
R451586,R975184
R698626,R708643
R639481,R369074
R807095,R745218
R802286,R123153
R200917,R181947
R707673,R149426
R846066,R469253
R694298,R413279
R172551,R955835
R252579,R133887
R877505,R727042
R882614,R847721
R936571,R384256
R225129,R881724
R342435,R114586
R191412,R535920
R668859,R415454
R115651,R334223
R586006,R509206
R594579,R579520
R658377,R432581
R636916,R423948
R957810,R962236
R435903,R498733
R896467,R856943
R762351,R139755
R719442,R485470
R218724,R730276
R545700,R544452
R125894,R602815
R914013,R400137
R241406,R840621
R271651,R657336
R113397,R684528
R891343,R630577
R337512,R926731
R920576,R500554
R883891,R926613
R647424,R525890
R900058,R196980
R513769,R406498
R444808,R339803
R705618,R712385
R234408,R486235
R880714,R799218
R601998,R211208
R620023,R516136
R425737,R481771
R555725,R619553
R416360,R365376
R247709,R637342
R483238,R728266
R142810,R338391
R754819,R729030
R738975,R917971
R326527,R369270
R297762,R245144
R850139,R684285
R983680,R911732
R152078,R677631
R710725,R483774
R971613,R763083
R630411,R472284
R523432,R160062
R435945,R269205
R657254,R230907
R908746,R213197
R397639,R834452
R944488,R932815
R103366,R264617
R260754,R755394
R830356,R682687
R174511,R564988
R582102,R555453
R692927,R747926
R479987,R811396
R739270,R642727
R170559,R714663
R252008,R923878
R367705,R675671
R582338,R908766
R322360,R932294
R564757,R103386
R398385,R961932
R493958,R416598
R148352,R621172
R176831,R778821
R208583,R179407
R721274,R317431
R732461,R321617
R300293,R243582
R844913,R614577
R836558,R891591
R586950,R865169
R658585,R649624
R567305,R778700
R393734,R322838
R110279,R482379
R699385,R806150
R725695,R654270
R347015,R535615
R331197,R139465
R440227,R944704
R561973,R365782
R355219,R731556
R797102,R803857
R537331,R922991
R954429,R975855
R845572,R453181
R816325,R241689
R854005,R665336
R362827,R899847
R797119,R424437
R241809,R256171
R183211,R966718
R670457,R431725
R952637,R461290
R886521,R591612
R428197,R509242
R127577,R651470
R357956,R874717
R636274,R296099
R856877,R804487
R669447,R458688
R147448,R596604
R931282,R451085
R971494,R829753
R725530,R324943
R951098,R115969
R631043,R620007
R539759,R808522
R218187,R673262
R341760,R295746
R374371,R650832
R452493,R652947
R969855,R629182
R430982,R398055
R371776,R341781
R484215,R983629
R805353,R675057
R196111,R420736
R303998,R765368
R778558,R218021
R861584,R579798
R600261,R712666
R894647,R246821
R261394,R451562
R149955,R609990
R392324,R220594
R314949,R712834
R982729,R936087
R622570,R229708
R549856,R576813
R320835,R620365
R516162,R258119
R506130,R697242
R673417,R722000
R636283,R721782
R216039,R828901
R687664,R317390
R156959,R662850
R244508,R585513
R400774,R340661
R114892,R907028
R494532,R903334
R716864,R297550
R456696,R442167
R512174,R845505
R455312,R936576
R124626,R640508
R609079,R364283
R633338,R364423
R877416,R136629
R187549,R583614
R843759,R215123
R239087,R367510
R571508,R518004
R758305,R791055
R497394,R668838
R690720,R735761
R526863,R260042
R860921,R473953
R379398,R204431
R628660,R827174
R897126,R549580
R710554,R456700
R508759,R967347
R107767,R856353
R278161,R681329
R337122,R369443
R223187,R443676
R753793,R319925
R183604,R311062
R935727,R534802
R666868,R548033
R135969,R372461
R436835,R593807
R756620,R718736
R930124,R802417
R418259,R917170
R689223,R325752
R904147,R154532
R627797,R850466
R468600,R442366
R322418,R371710
R326380,R581280
R615327,R424182
R151297,R803986
R580824,R426022
R175574,R459492
R212894,R430296
R790167,R723512
R269512,R747404
R367543,R889454
R649964,R765118
R525992,R329439
R477223,R504517
R438649,R317243
R730389,R758352
R477834,R284081
R894123,R225506
R687074,R678046
R866993,R412201
R194135,R504334
R256200,R663367
R918027,R909434
R151988,R400121
R509903,R535848
R928114,R897165
R703481,R513354
R986426,R277434
R798826,R763447
R996692,R644856
R346877,R743243
R533726,R392938
R809327,R639281
R185911,R940241
R690640,R239316
R962141,R909659
R516074,R965031
R147857,R287706
R780331,R416772
R240533,R179709
R330443,R662265
R647467,R551275
R215439,R915359
R711165,R786532
R187525,R588582
R818727,R574544
R984676,R640761
R957184,R441517
R132543,R361709
R284931,R403960
R201053,R290116
R344985,R884149
R116718,R902216
R780714,R850784
R486172,R863128
R839266,R258103
R665537,R400398
R830568,R697993
R926104,R945393
R724290,R999616
R858644,R251271
R354716,R413529
R399328,R730953
R895601,R370913
R719590,R210207
R181992,R852012
R837894,R672231
R591770,R946894
R671954,R288635
R909371,R834193
R296528,R424508
R254388,R236864
R483135,R176376
R834705,R292517
R133430,R582428
R219494,R615346
R288145,R249511
R402964,R860650
R505330,R686871
R785436,R364785
R434662,R354354
R211148,R102783
R600097,R552097
R649747,R731924
R822228,R113230
R427924,R424573
R726464,R499182
R822292,R823653
R398240,R427491
R177230,R977815
R532549,R676218
R728487,R633817
R923351,R558573
R699410,R575397
R357970,R966661
R272431,R252034
R734424,R904162
R101245,R105719
R612808,R613867
R252690,R581010
R568336,R676609
R231753,R448061
R821349,R195864
R488036,R889232
R370604,R971556
R802170,R200913
R845412,R457314
R739925,R437379
R831964,R803027
R905762,R505340
R716142,R395801
R346325,R429077
R466278,R280373
R824782,R587018
R255173,R689492
R405213,R406751
R358076,R481437
R390353,R291235
R906229,R776216
R571150,R998722
R406902,R561975
R842111,R903928
R647409,R384173
R294380,R102165
R381004,R359164
R743178,R585904
R525641,R141483
R661814,R932651
R880588,R508016
R188514,R465704
R363163,R899939
R246119,R825472
R228399,R303571
R176310,R139398
R518793,R571953
R733992,R670028
R352833,R867111
R305154,R146777
R765804,R325205
R193828,R945268
R306855,R690991
R289945,R289268
R602781,R870318
R450762,R922198
R259867,R905788
R557167,R714787
R192808,R933107
R954227,R882249
R553415,R205751
R758020,R617609
R111380,R318903
R274415,R824073
R911551,R295681
R497501,R132402
R617051,R163991
R142166,R932820
R179306,R863594
R146752,R526728
R651340,R755323
R871351,R683503
R543779,R735349
R501791,R458924
R430262,R964672
R185363,R264137
R925642,R956594
R312184,R437374
R418656,R794569
R632453,R138435
R855806,R533498
R581556,R425725
R294052,R895307
R828568,R898426
R759928,R695480
R665300,R212298
R791696,R797090
R356957,R551244
R349901,R351746
R940940,R548388
R333170,R194620
R968841,R322945
R831759,R738996
R588163,R895355
R431910,R874951
R929186,R980657
R835373,R531913
R305848,R881867
R287760,R385100
R204287,R355249
R195342,R172289
R571118,R213749
R647888,R853178
R454814,R141876
R283630,R766751
R984008,R352320
R730825,R630134
R765409,R414473
R728031,R410474
R917178,R341144
R261899,R183058
R918777,R379693
R838949,R840275
R630217,R185118
R583692,R876930
R310074,R510417
R961384,R356005
R913359,R241375
R202706,R613964
R399452,R659345
R371855,R880034
R544890,R992920
R951629,R437778
R608005,R930902
R972925,R860939
R644120,R764336
R476304,R897354
R715026,R345352
R417635,R190240
R393050,R458060
R273476,R239949
R592039,R416346
R688653,R544691
R376999,R905304
R233916,R905122
R509148,R258836
R425671,R141099
R810959,R629982
R221710,R531912
R313808,R197995
R769065,R328384
R684386,R673785
R943223,R444856
R691803,R685902
R308836,R529568
R941339,R773095
R541289,R959389
R466924,R691636
R567010,R570659
R666096,R760244
R671510,R200568
R225880,R189846
R518932,R779316
R422509,R718115
R909030,R610029
R827776,R555197
R270838,R916764
R844033,R455397
R251387,R422959
R509293,R788040
R599321,R897920
R501898,R730326
R524010,R932346
R363004,R361414
R140167,R198637
R662346,R482583
R461213,R415515
R224962,R883152
R169936,R733105
R829300,R262801
R558941,R369948
R277956,R534244
R677310,R398632
R815997,R555539
R726855,R228211
R585043,R844361
R441822,R271913
R539798,R523248
R129240,R747618
R203063,R321392
R226352,R241289
R688925,R880257
R109417,R317284
R673300,R658406
R936451,R608249
R643937,R240048
R806341,R673879
R556062,R625423
R849534,R257743
R386700,R402671
R238926,R746823
R430930,R686268
R640919,R195348
R541682,R170450
R385223,R985952
R810603,R715256
R360227,R626566
R287040,R646404
R551731,R985059
R998619,R665881
R893054,R643975
R375532,R249404
R844637,R969357
R519964,R497026
